kernel,seconds,repeats,norm
field_solve,0.00024376837536692618,5,0.0736183226108551
nonlinear_bracket,0.01618052078410983,5,0.0005400726804509759
linear_rhs,0.011339206993579865,5,0.10906753689050674
full_rhs,0.027265143021941184,5,0.10906849056482315
