kx,spectrax_residual,reference_residual,reference_min,reference_max,residual_abs_error,residual_tolerance,tail_std,reference_tail_std,tail_std_ratio,coverage_ratio,residual_gate_passed,tail_gate_passed
0.05,0.0189021152211356,0.0088345864661653,0.0082706766917292,0.0093984962406014,0.0100675287549703,0.02144736842105263,1.2077599991732724,0.0024066124704448,501.8506361142761,0.9886104213169644,True,False
0.07,0.1371253379536127,0.0167293233082706,0.0116541353383458,0.0218045112781954,0.1203960146453421,0.026748120300751858,0.2756428527379026,0.0025050383473938,110.03538250209894,0.9900053100585936,False,False
0.1,0.0938393187652358,0.0302631578947367,0.025187969924812,0.0353383458646616,0.063576160870499,0.028101503759398468,0.3630130789263219,0.0023167440855597,156.69105672438653,0.9900053100585936,False,False
0.3,0.5260690983631888,0.1464285714285714,0.1413533834586466,0.1515037593984962,0.3796405269346174,0.039718045112781944,0.1301303777462392,0.0027132888096743,47.96038567006064,0.9900053100585936,False,False
