ky,gamma,omega,gamma_gx,omega_gx,rel_gamma,rel_omega
0.1000000014901161,-0.0037528963203489,-0.092006803255134,-0.0037869261577725,-0.092065081000328,-0.008986137042507414,-0.0006330059623125904
0.2000000029802322,0.0014307676334799,-0.1722928546961447,0.0013685474405065,-0.1723612993955612,0.04546440344835405,-0.0003971001591222654
0.3000000119209289,0.009358205811365,-0.2318963646527388,0.0093016615137457,-0.2319045215845108,0.006078945953444986,-3.517366421434563e-05
0.4000000059604645,0.0194795024539302,-0.2659701672222025,0.0193192418664693,-0.265828937292099,0.008295386980948349,0.000531281250048139
0.5,0.0316142283260965,-0.2735747542665458,0.0314390324056148,-0.2732524871826172,0.0055725608288889955,0.001179374750624886
0.6000000238418579,0.0458569942457229,-0.256643482449267,0.0456426702439785,-0.2561255991458893,0.0046956937575902075,0.0020219896219070316
0.699999988079071,0.0623496050783938,-0.2188548711600691,0.0622116103768348,-0.2181796282529831,0.002218150289361175,0.003094894388137164
0.800000011920929,0.0809734847253913,-0.1646789260631674,0.0808643922209739,-0.1638697832822799,0.0013490796309862866,0.004937718014148221
