case,kx_target,kx_selected,ky_target,ky_selected,kx_index,ky_index,Nz,Nl,Nm,init_amp,gaussian_width,profile_relative_l2,profile_max_abs_error,profile_max_relative_error,profile_imag_abs_max,non_target_phi_abs_max,non_target_phi_over_target,line_helper_vs_manual_rel,mode_helper_vs_manual_rel,line_first_initial_over_init_amp,volume_initial_over_init_amp,line_vs_volume_relative_difference,density_seed_max_over_init_amp,paper_initializer,paper_observable
w7x_zonal_state_convention_audit,0.07,0.07,0.0,0.0,1,0,64,16,64,1e-06,1.0,1.8500060972108613e-06,8.99085479791044e-13,8.99085479791044e-07,0.0,0.0,0.0,1.8766812128666403e-16,1.860796856617263e-16,0.2820913794012374,0.284499401507118,0.008464067386870984,0.7474584579467773,phi(theta)=init_amp*exp[-theta^2/gaussian_width^2] for ky=0,unweighted line average Phi_zonal_line_kxt normalized by its first nonzero sample
