kernel,seconds,repeats,norm
field_solve,0.00024481695145368577,5,0.07550209015607834
nonlinear_bracket,0.016209973860532044,5,0.0005875647766515613
linear_rhs,0.011289084237068892,5,0.11344794183969498
full_rhs,0.027057467214763164,5,0.11345095187425613
