ky,kx,gamma_gx,omega_gx,gamma_sp,omega_sp,gx_source,abs_gamma,abs_omega,rel_gamma,rel_omega
0.0,-0.05,4.904028444290161,-0.00014984435147198384,4.901937199028646,2.658213569271843e-07,out-nc,0.002091245261515162,0.00015011017282891102,0.0004264341622957005,1.0017739831653039
0.0,0.0,0.0,0.0,0.0,0.0,out-nc,0.0,0.0,0.0,0.0
0.0,0.05,4.904028444290161,0.00014984435147198384,4.901937199028646,-2.658213569271843e-07,out-nc,0.002091245261515162,0.00015011017282891102,0.0004264341622957005,1.0017739831653039
0.1,-0.05,4.904632406234741,0.0005624635337517247,4.901937332074595,2.991500078424391e-07,out-nc,0.002695074160146582,0.0005621643837438822,0.0005494956475679235,0.9994681432841573
0.1,0.0,0.0,6.143553710463018e-13,0.0,-2.194481449390267e-26,out-nc,0.0,6.143553710463237e-13,0.0,0.6143553710463238
0.1,0.05,4.904632406234741,-0.0005624635337517247,4.901937332074595,-2.9915000777097786e-07,out-nc,0.002695074160146582,0.0005621643837439537,0.0005494956475679235,0.9994681432842843
