ky,mode_ky,gamma,omega,kperp_eff2,heat_flux_weight_total,particle_flux_weight_total,amplitude2,saturated_heat_flux_total,saturated_particle_flux_total
1.428999999999999992e-01,1.428571428571428492e-01,-7.630580976413232040e-03,-7.511845958824141245e-02,3.949403803741305397e-02,8.239703237515377809e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.857000000000000095e-01,2.857142857142856984e-01,7.719248709406946116e-03,-5.569591259969628588e-02,1.468972194826389244e-01,2.519755024312540503e-01,0.000000000000000000e+00,5.254863731657798132e-02,1.324096928992248186e-02,0.000000000000000000e+00
4.762000000000000122e-01,4.761904761904761085e-01,3.145532979108561084e-02,5.915571151650984849e-02,3.252588588670310421e-01,4.814376805767922041e-01,0.000000000000000000e+00,9.670860280532697639e-02,4.655916542641887895e-02,0.000000000000000000e+00
