t,heat_flux
0.0399999991059,6.1643203253e-07
2.0399992466,2.51419551205e-05
4.03999757767,4.34323374066e-05
6.03999567032,7.562902465e-05
8.03999423981,0.000140682124766
10.0399923325,0.000272939767456
12.0399904251,0.000550621072762
14.0399885178,0.00114842527546
16.0399875641,0.00246108998545
18.0400333405,0.00539267901331
20.0400791168,0.0120375053957
22.0401248932,0.0272836368531
24.0401706696,0.0625658482313
26.0402164459,0.144490718842
28.0402622223,0.333793848753
30.0403079987,0.763216376305
32.0403518677,1.7008818388
34.040397644,3.62801885605
36.0404434204,7.27845096588
38.0404891968,13.2401123047
40.0405349731,18.4291782379
42.0405807495,13.5601453781
44.0406265259,7.64990329742
46.0406723022,6.9413318634
48.0407180786,7.15875530243
50.040763855,7.4249124527
52.0408096313,7.37729167938
54.0408554077,7.65842914581
56.0409011841,7.68897485733
58.0409469604,7.57314300537
60.0409927368,7.60414934158
62.0410385132,7.94072723389
64.0410842896,8.38837814331
66.0411300659,8.49237442017
68.0411758423,8.37605667114
70.0412216187,8.29004859924
72.041267395,8.1241235733
74.0413131714,8.25926017761
76.0413589478,8.69723415375
78.0414047241,9.17735862732
80.0414505005,9.29532718658
82.0414962769,9.08354568481
84.0415420532,9.02200317383
86.0415878296,9.18350410461
88.041633606,9.5198097229
90.0416793823,9.62210178375
92.0417251587,9.55493164062
94.0417709351,9.51803874969
96.0418167114,9.19143772125
98.0418624878,9.16516399384
100.041908264,9.46719646454
102.041954041,9.63739013672
104.041999817,9.76041793823
106.042045593,10.0718584061
108.04209137,10.1954307556
110.042137146,10.5230836868
112.042182922,10.5108280182
114.042228699,10.4264059067
116.042274475,10.6652927399
118.042320251,10.7866268158
120.042366028,10.7666015625
122.042411804,10.4490852356
124.042457581,10.3508014679
126.042503357,10.4447546005
128.042541504,10.3207492828
130.042205811,10.1649284363
132.041870117,10.1002073288
134.041534424,10.0810976028
136.04119873,10.2210655212
138.040863037,10.6826944351
140.040527344,10.5359096527
142.04019165,10.3608646393
144.039855957,10.7855987549
146.039520264,11.0761985779
148.03918457,11.3303852081
149.998855591,11.3303852081
