t,heat_flux
0.0500000007451,6.95210474078e-07
2.54999876022,2.68482945103e-05
5.05000114441,5.28627388121e-05
7.55001068115,0.000116272087325
10.0500202179,0.000276405276963
12.5500297546,0.000696967414115
15.0500392914,0.00183578860015
17.5500183105,0.00499274861068
20.0499801636,0.0139104062691
22.5499420166,0.0394441187382
25.0499038696,0.112911947072
27.5498657227,0.322107464075
30.0498275757,0.897019088268
32.5497894287,2.37790989876
35.0497512817,5.80433368683
37.5497131348,11.6500797272
40.0496749878,12.6757135391
42.5496368408,6.90431070328
45.0495986938,6.12632894516
47.5495605469,6.69519710541
50.0495223999,7.28638744354
52.5494842529,7.41774463654
55.049446106,6.84721803665
57.549407959,6.80510568619
60.049369812,7.08591747284
62.549331665,7.43052625656
65.049369812,8.08713626862
67.5495223999,8.67838382721
70.0496749878,9.11753463745
72.5498275757,9.37104225159
75.0499801636,9.24051380157
77.5501327515,9.15057468414
80.0502853394,9.00775527954
82.5504379272,8.78060340881
85.0505905151,8.96915149689
87.550743103,9.32259845734
90.0508956909,9.93333530426
92.5510482788,10.4644622803
95.0512008667,10.7330646515
97.5513534546,10.6773958206
100.051506042,10.4632978439
102.55165863,10.2822141647
105.051811218,10.3034420013
107.551963806,10.2852668762
110.052116394,10.1163368225
112.552268982,10.1810674667
115.05242157,10.2670087814
117.552574158,10.3361635208
120.052726746,10.7212562561
122.552879333,10.7257966995
125.053031921,10.6601219177
127.553184509,10.5832662582
130.053329468,10.5426855087
132.553482056,10.650847435
135.053634644,11.1315698624
137.553787231,11.598938942
140.053939819,11.3294210434
142.554092407,11.3625059128
145.054244995,10.9835786819
147.554397583,10.3379144669
150.004547119,10.3379144669
